condition;lambda;gen_time;temp;food
inter_20;1.00519329945616;152.692219262861;20;inter
inter_20;1.00664791955811;158.828678927256;20;inter
inter_20;0.997493201235228;150.73739743328;20;inter
inter_20;1.00047712456864;160.093609800518;20;inter
inter_20;0.998912551396784;149.042738200838;20;inter
inter_20;1.01002789546387;154.229397301051;20;inter
inter_20;1.00881873970051;157.928628684065;20;inter
inter_20;1.00579221173239;165.268424187433;20;inter
inter_20;1.00768313241687;153.65923087276;20;inter
inter_20;1.00309112075051;149.863216773424;20;inter
inter_20;1.01046917136782;156.483104457452;20;inter
inter_20;0.994803212376508;146.250106411171;20;inter
inter_20;1.00660988777153;150.782605742466;20;inter
inter_20;0.997255204390969;147.884363285081;20;inter
inter_20;1.00634270718328;159.841507899418;20;inter
inter_20;1.00578214609725;149.415656363167;20;inter
inter_20;1.0053390501147;149.684972954427;20;inter
inter_20;1.00293137498373;150.005806633048;20;inter
inter_20;0.999622553144847;153.230096785258;20;inter
inter_20;1.00688056618595;162.607876312272;20;inter
inter_20;0.997875189643423;148.032105707757;20;inter
inter_20;0.997119339387933;146.546816408767;20;inter
inter_20;0.995910748530879;144.248093054436;20;inter
inter_20;0.990556467895863;144.566484135287;20;inter
inter_20;1.00645566141538;149.970970697947;20;inter
inter_20;1.00220042360858;150.702038446184;20;inter
inter_20;0.997372026469369;139.482481422138;20;inter
inter_20;1.00160502006228;147.559301515816;20;inter
inter_20;1.00401939943801;153.273593082162;20;inter
inter_20;0.999097741976604;145.630129024958;20;inter
inter_20;1.00007091644814;150.238303777817;20;inter
inter_20;0.995463826195054;148.966036572307;20;inter
inter_20;1.00361561370767;151.522338220177;20;inter
inter_20;0.997087719050462;149.175215731269;20;inter
inter_20;0.999831110089934;142.545237290843;20;inter
inter_20;1.00094483993206;148.66236341869;20;inter
inter_20;1.00785331912808;149.999802220382;20;inter
inter_20;0.998030895219599;152.28736573399;20;inter
inter_20;1.00552991680193;150.167283953177;20;inter
inter_20;1.00132077151969;148.159548592741;20;inter
inter_20;1.00176335763853;146.640222770831;20;inter
inter_20;1.00183446469573;151.446471638081;20;inter
inter_20;1.00262942251919;153.712874029245;20;inter
inter_20;1.00202230737393;148.104268976946;20;inter
inter_20;1.00481529553263;149.067782154502;20;inter
inter_20;1.00550202817846;159.847997705972;20;inter
inter_20;1.00314739064826;150.076173753853;20;inter
inter_20;1.00297305329423;143.63181656045;20;inter
inter_20;0.996585899350479;152.16317253739;20;inter
inter_20;1.00947611674306;160.037986634315;20;inter
inter_20;0.996935747952345;148.648865023529;20;inter
inter_20;0.997722191616901;154.547772128206;20;inter
inter_20;1.00120415674236;150.410920259589;20;inter
inter_20;0.996506669017017;149.349351545472;20;inter
inter_20;0.998745925546825;146.352971906232;20;inter
inter_20;1.00749616639197;146.534184743527;20;inter
inter_20;0.994832335344911;141.372630940464;20;inter
inter_20;1.00508459712077;156.550049036468;20;inter
inter_20;1.00302885284292;147.101603581959;20;inter
inter_20;1.00122634394791;154.923939567738;20;inter
inter_20;0.998731036973777;153.655085335544;20;inter
inter_20;1.00143409490348;148.498563000609;20;inter
inter_20;1.00613041999965;153.679878195547;20;inter
inter_20;1.00542525782128;148.749928989971;20;inter
inter_20;1.01300711280645;154.934752168535;20;inter
inter_20;1.002166493664;149.384344730372;20;inter
inter_20;0.998529951890149;146.466805449186;20;inter
inter_20;0.998264303520212;152.089116273233;20;inter
inter_20;1.00978118290402;150.049056378947;20;inter
inter_20;1.000598896598;149.702823048655;20;inter
inter_20;1.00359549909771;147.227400494319;20;inter
inter_20;1.00477458135024;157.343725200179;20;inter
inter_20;1.00380543789511;153.823056464247;20;inter
inter_20;1.00085159847765;150.674629926431;20;inter
inter_20;1.00178746085212;151.667523808963;20;inter
inter_20;1.00168680161325;155.49534480464;20;inter
inter_20;0.99931013323997;147.982878034307;20;inter
inter_20;0.999179439922993;151.765510327481;20;inter
inter_20;0.996500738196415;151.306526054549;20;inter
inter_20;1.00270841643417;149.410378157;20;inter
inter_20;1.01004158206733;155.637722402973;20;inter
inter_20;1.00453552561612;155.003375300831;20;inter
inter_20;0.999763160733258;146.85438866322;20;inter
inter_20;1.00022887847795;145.51712214865;20;inter
inter_20;0.995825904365636;153.037059423522;20;inter
inter_20;1.00650898918402;152.934648522465;20;inter
inter_20;0.995441686398768;138.305902122629;20;inter
inter_20;1.0034216809607;148.667805678469;20;inter
inter_20;1.00977081081994;154.993768727294;20;inter
inter_20;1.00445428405269;158.183793612519;20;inter
inter_20;1.00175297033234;151.962213804869;20;inter
inter_20;0.999482311791107;150.07481275589;20;inter
inter_20;0.997698607119115;146.1909930788;20;inter
inter_20;1.00030342105784;157.327483156165;20;inter
inter_20;1.00654089358887;158.461732345869;20;inter
inter_20;0.999454740356909;149.928835421849;20;inter
inter_20;0.997721421887822;152.127677188455;20;inter
inter_20;1.00570743639296;153.768173891347;20;inter
inter_20;1.00723115756064;155.163457766376;20;inter
inter_20;0.999385205659275;146.783310452359;20;inter
inter_20;1.00274920509658;152.277077391526;20;inter
inter_20;1.0072734448812;153.182555273344;20;inter
inter_20;1.00021608667693;156.411177732048;20;inter
inter_20;1.00656064338808;145.464885674534;20;inter
inter_20;0.996861590680612;145.473757463049;20;inter
inter_20;1.00134722317517;149.734088476134;20;inter
inter_20;1.00046012423995;151.137823161893;20;inter
inter_20;0.996740000511505;146.927359656281;20;inter
inter_20;1.00163086252701;145.108441156488;20;inter
inter_20;1.01141530792867;149.116593198969;20;inter
inter_20;0.997567844309126;148.647513819219;20;inter
inter_20;1.00601899799783;159.838813064843;20;inter
inter_20;1.00273451483391;148.410436482285;20;inter
inter_20;1.00254112840339;146.196693632574;20;inter
inter_20;1.00038857457693;147.797467449979;20;inter
inter_20;1.00302069562968;153.540787908135;20;inter
inter_20;0.998572712232116;149.685071741797;20;inter
inter_20;1.00578953430436;156.85767548121;20;inter
inter_20;1.00797409578837;158.67206438944;20;inter
inter_20;1.00586848128257;149.575776701131;20;inter
inter_20;0.999778058997015;153.737839462974;20;inter
inter_20;1.00623796417319;154.266668943862;20;inter
inter_20;1.0117857905674;163.057522637156;20;inter
inter_20;0.993957730063758;146.085335335851;20;inter
inter_20;1.00976857778066;161.554702852056;20;inter
inter_20;0.9998307729469;155.296269377205;20;inter
inter_20;1.00191220958131;151.032122759668;20;inter
inter_20;0.998746491548394;149.14645646983;20;inter
inter_20;1.00117615780388;147.470378123792;20;inter
inter_20;0.995458155654998;143.06015275164;20;inter
inter_20;1.00838152649991;151.614058001897;20;inter
inter_20;1.00202132411988;154.353741761796;20;inter
inter_20;0.999268176647268;148.15707888972;20;inter
inter_20;0.999811109465482;148.15049272224;20;inter
inter_20;0.999417433777736;153.908566639322;20;inter
inter_20;1.00687558441887;153.611385845377;20;inter
inter_20;1.00269860621949;149.159070073121;20;inter
inter_20;1.00300506180141;147.260079334567;20;inter
inter_20;0.997800546318785;138.027360858895;20;inter
inter_20;1.00664934985952;154.511795481876;20;inter
inter_20;1.01270586426766;156.777581668114;20;inter
inter_20;0.998157235209342;147.853159001735;20;inter
inter_20;1.0079411992983;156.227270424869;20;inter
inter_20;0.997840813469883;146.028452753729;20;inter
inter_20;1.00244874672713;147.544817800939;20;inter
inter_20;1.00825188302137;151.364828125713;20;inter
inter_20;1.0091702053861;157.866654573953;20;inter
inter_20;0.996137062008851;149.265627278158;20;inter
inter_20;1.00022584237167;149.766612650576;20;inter
inter_20;0.997472808666379;146.717595013347;20;inter
inter_20;0.998983431924495;150.115776769457;20;inter
inter_20;1.00620371019242;156.857033601766;20;inter
inter_20;1.00223777682448;148.551813691054;20;inter
inter_20;0.9942189244287;143.145844917741;20;inter
inter_20;1.00220167051296;148.501846133019;20;inter
inter_20;0.995233777198513;146.685765172884;20;inter
inter_20;1.00383460253747;151.502172317084;20;inter
inter_20;1.00047181495103;151.413553481063;20;inter
inter_20;1.00439953992134;151.430674388831;20;inter
inter_20;1.01056144340389;155.650616524801;20;inter
inter_20;1.00787055242137;159.390420677935;20;inter
inter_20;0.994539940019341;145.274247216673;20;inter
inter_20;1.00333191121898;147.858761076882;20;inter
inter_20;1.00833145276293;153.306829792565;20;inter
inter_20;1.0096633367095;156.994593981853;20;inter
inter_20;1.00637181874638;157.554988380016;20;inter
inter_20;1.00403349729295;154.224244595269;20;inter
inter_20;1.00315962679157;149.732467966811;20;inter
inter_20;1.00648571111012;153.095065329148;20;inter
inter_20;1.00501491545866;151.142570250015;20;inter
inter_20;0.996531077564955;149.300731079621;20;inter
inter_20;1.00747396985574;156.535842641645;20;inter
inter_20;1.00266860030808;151.212491467629;20;inter
inter_20;1.00605355114748;153.673823201766;20;inter
inter_20;1.00342131121072;150.330877851483;20;inter
inter_20;1.00286341468179;149.300106043761;20;inter
inter_20;0.995001326355924;150.896623201064;20;inter
inter_20;0.99702837155388;150.376542207689;20;inter
inter_20;1.00687837199968;150.247914730008;20;inter
inter_20;1.00523389425168;153.860928667276;20;inter
inter_20;1.00266104422263;144.587390353596;20;inter
inter_20;0.996850015876907;148.350709799647;20;inter
inter_20;0.999145348605266;148.358336899292;20;inter
inter_20;1.0065326566985;149.767769474801;20;inter
inter_20;1.00670612523625;152.065665334825;20;inter
inter_20;0.997212138426651;153.783960924108;20;inter
inter_20;0.996066274110232;147.606637275556;20;inter
inter_20;1.00754705861637;161.512522518696;20;inter
inter_20;1.00771493325743;160.053533256881;20;inter
inter_20;1.00093341578555;151.718908512145;20;inter
inter_20;0.997885798103763;135.326057962736;20;inter
inter_20;1.00453077580131;147.207500540052;20;inter
inter_20;1.00141194766494;153.197704905206;20;inter
inter_20;1.00703376231782;157.906609386834;20;inter
inter_20;0.999092251580708;155.8754857694;20;inter
inter_20;0.996497947835691;147.38955723247;20;inter
inter_20;1.00027416205833;150.214511848241;20;inter
inter_20;1.00800640815216;151.526497231018;20;inter
inter_20;1.00007172601968;146.416833191803;20;inter
inter_20;1.00041255113307;148.451767414213;20;inter
inter_20;1.01178603152366;156.766374300536;20;inter
inter_20;1.00267630241436;150.56836956288;20;inter
inter_20;0.995539558903534;148.022373551055;20;inter
inter_20;1.00111064452863;149.490770684247;20;inter
inter_20;1.00652220899229;155.176693804997;20;inter
inter_20;1.0082057505952;153.495918174425;20;inter
inter_20;1.00436767768938;158.537188817664;20;inter
inter_20;1.00210896487266;144.286624747591;20;inter
inter_20;1.00412038306046;153.267630968254;20;inter
inter_20;0.998833262386416;154.899631684245;20;inter
inter_20;1.00603752835251;162.302718351625;20;inter
inter_20;0.999036438658062;152.000065982078;20;inter
inter_20;0.9982189080478;148.275685908355;20;inter
inter_20;1.00792857188569;158.748401476438;20;inter
inter_20;1.00151604788287;151.85288924599;20;inter
inter_20;0.9925685137729;146.418104841646;20;inter
inter_20;1.00659365127037;152.911781036132;20;inter
inter_20;1.0013041128272;149.688116718576;20;inter
inter_20;1.00586235640256;151.341786748811;20;inter
inter_20;1.00406843113694;152.9361623347;20;inter
inter_20;1.00150588091836;150.641456805749;20;inter
