age;temp;food;length_mm;condition;tank
150;20;inter;22;inter_20;10
150;20;inter;23;inter_20;10
150;20;inter;23;inter_20;10
150;20;inter;22;inter_20;10
200;20;inter;27;inter_20;10
200;20;inter;28;inter_20;10
200;20;inter;29;inter_20;10
200;20;inter;26;inter_20;10
200;20;inter;27.5;inter_20;10
200;20;inter;27;inter_20;10
200;20;inter;28;inter_20;10
200;20;inter;26;inter_20;10
200;20;inter;29;inter_20;10
200;20;inter;28;inter_20;10
200;20;inter;27.5;inter_20;10
200;20;inter;27;inter_20;10
200;20;inter;27;inter_20;10
300;20;inter;32;inter_20;10
300;20;inter;35;inter_20;10
300;20;inter;34;inter_20;10
300;20;inter;31;inter_20;10
300;20;inter;31;inter_20;10
300;20;inter;32;inter_20;10
300;20;inter;32;inter_20;10
300;20;inter;34;inter_20;10
350;20;inter;33;inter_20;10
350;20;inter;34;inter_20;10
350;20;inter;36;inter_20;10
350;20;inter;34;inter_20;10
350;20;inter;34;inter_20;10
350;20;inter;35.5;inter_20;10
350;20;inter;36;inter_20;10
30;20;inter;5;inter_20;11
30;20;inter;5;inter_20;11
30;20;inter;5.5;inter_20;11
30;20;inter;6;inter_20;11
30;20;inter;7;inter_20;11
30;20;inter;5.5;inter_20;11
30;20;inter;4.5;inter_20;11
30;20;inter;6;inter_20;11
30;20;inter;6.5;inter_20;11
30;20;inter;6;inter_20;11
30;20;inter;6.5;inter_20;11
30;20;inter;6;inter_20;11
30;20;inter;6;inter_20;11
30;20;inter;4;inter_20;11
45;20;inter;7;inter_20;11
45;20;inter;9;inter_20;11
45;20;inter;9;inter_20;11
45;20;inter;9;inter_20;11
45;20;inter;10;inter_20;11
45;20;inter;8;inter_20;11
45;20;inter;12;inter_20;11
45;20;inter;8;inter_20;11
45;20;inter;10;inter_20;11
45;20;inter;9;inter_20;11
45;20;inter;10;inter_20;11
45;20;inter;10;inter_20;11
45;20;inter;7;inter_20;11
60;20;inter;11;inter_20;11
60;20;inter;12;inter_20;11
60;20;inter;13;inter_20;11
60;20;inter;10;inter_20;11
60;20;inter;11;inter_20;11
60;20;inter;12;inter_20;11
60;20;inter;11;inter_20;11
60;20;inter;8;inter_20;11
60;20;inter;9;inter_20;11
60;20;inter;11;inter_20;11
60;20;inter;12;inter_20;11
60;20;inter;12;inter_20;11
60;20;inter;12;inter_20;11
60;20;inter;9;inter_20;11
60;20;inter;14;inter_20;11
100;20;inter;19;inter_20;11
100;20;inter;17;inter_20;11
100;20;inter;18;inter_20;11
100;20;inter;17.5;inter_20;11
100;20;inter;19;inter_20;11
100;20;inter;17;inter_20;11
100;20;inter;18;inter_20;11
100;20;inter;17.5;inter_20;11
100;20;inter;15.5;inter_20;11
100;20;inter;17;inter_20;11
100;20;inter;18;inter_20;11
100;20;inter;17.5;inter_20;11
100;20;inter;16.5;inter_20;11
100;20;inter;18;inter_20;11
100;20;inter;17;inter_20;11
100;20;inter;17.5;inter_20;11
150;20;inter;22;inter_20;11
150;20;inter;24;inter_20;11
150;20;inter;26;inter_20;11
150;20;inter;23;inter_20;11
150;20;inter;24;inter_20;11
150;20;inter;23;inter_20;11
150;20;inter;22;inter_20;11
150;20;inter;27;inter_20;11
150;20;inter;24;inter_20;11
150;20;inter;22;inter_20;11
150;20;inter;23;inter_20;11
150;20;inter;23;inter_20;11
150;20;inter;24;inter_20;11
150;20;inter;22;inter_20;11
150;20;inter;26;inter_20;11
150;20;inter;26;inter_20;11
150;20;inter;22;inter_20;11
200;20;inter;27;inter_20;11
200;20;inter;29;inter_20;11
200;20;inter;29;inter_20;11
200;20;inter;27;inter_20;11
200;20;inter;26;inter_20;11
200;20;inter;27.5;inter_20;11
200;20;inter;28;inter_20;11
200;20;inter;25.5;inter_20;11
200;20;inter;29;inter_20;11
200;20;inter;27;inter_20;11
200;20;inter;26;inter_20;11
200;20;inter;29;inter_20;11
200;20;inter;27;inter_20;11
300;20;inter;32;inter_20;11
300;20;inter;32;inter_20;11
300;20;inter;35;inter_20;11
300;20;inter;34;inter_20;11
300;20;inter;31;inter_20;11
300;20;inter;31;inter_20;11
300;20;inter;32;inter_20;11
300;20;inter;32;inter_20;11
300;20;inter;34;inter_20;11
300;20;inter;32;inter_20;11
300;20;inter;34;inter_20;11
300;20;inter;35;inter_20;11
350;20;inter;31;inter_20;11
350;20;inter;34;inter_20;11
350;20;inter;35.5;inter_20;11
350;20;inter;36;inter_20;11
350;20;inter;34;inter_20;11
350;20;inter;35.5;inter_20;11
350;20;inter;36;inter_20;11
350;20;inter;35;inter_20;11
350;20;inter;33;inter_20;11
350;20;inter;35;inter_20;11
350;20;inter;34;inter_20;11
350;20;inter;35;inter_20;11
